Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2026-07-27,326.57000732421875,330.10101318359375,324.4100036621094,324.739990234375,21419600
2026-07-28,332.6000061035156,335.2099914550781,324.5400085449219,327.79998779296875,20986900
2026-07-29,335.760009765625,341.9800109863281,330.4079895019531,333.5,20242900
2026-07-30,333.67999267578125,335.45001220703125,329.82000732421875,333.0799865722656,17309500
2026-07-31,356.6499938964844,358.8800048828125,339.1600036621094,340.07000732421875,30514500
2026-08-03,372.4700012207031,376.1000061035156,363.260009765625,365.29998779296875,27165400
2026-08-04,375.3500061035156,377.66900634765625,366.1600036621094,366.5199890136719,19983300
2026-08-05,360.1300048828125,381.80999755859375,355.1600036621094,380.0,29436300
2026-08-06,356.6199951171875,361.9599914550781,355.8299865722656,358.7919921875,16513400
2026-08-07,353.4700012207031,357.54998779296875,352.82000732421875,355.2799987792969,14516700
2026-08-10,355.8399963378906,355.92999267578125,351.4700012207031,354.239990234375,12789500
2026-08-11,343.0,355.0,342.57000732421875,354.0,18390200
2026-08-12,342.3699951171875,345.5,339.82000732421875,345.3299865722656,15608800
2026-08-13,343.94000244140625,345.8299865722656,342.3999938964844,344.57000732421875,14997800
2026-08-14,343.5400085449219,348.05999755859375,342.07000732421875,344.260009765625,10946800
2026-08-17,341.45001220703125,345.04998779296875,339.57000732421875,344.05999755859375,12606100
2026-08-18,341.2799987792969,342.3900146484375,337.5199890136719,339.8949890136719,14254300
2026-08-19,341.70001220703125,343.55999755859375,338.04998779296875,339.80999755859375,13360500
2026-08-20,338.20001220703125,340.79998779296875,336.1700134277344,339.69000244140625,14187700
2026-08-21,341.75,343.2900085449219,337.80999755859375,340.2799987792969,15363900
2026-08-24,344.5899963378906,348.0799865722656,339.6199951171875,340.739990234375,16450600
2026-08-25,343.3399963378906,346.70001220703125,342.1449890136719,345.9700012207031,14031000
2026-08-26,339.1000061035156,343.1910095214844,337.010009765625,343.17999267578125,16090000
2026-08-27,337.5,338.80999755859375,335.3999938964844,336.3219909667969,7031588
