Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2026-07-27,196.50999450683594,208.75,195.44000244140625,208.1999969482422,154353700
2026-07-28,197.00999450683594,198.6999969482422,192.74000549316406,195.0,134111500
2026-07-29,190.00999450683594,197.07000732421875,190.00999450683594,195.85000610351562,147680800
2026-07-30,195.0399932861328,197.25,191.52000427246094,193.4499969482422,129010200
2026-07-31,200.75,202.0,194.9499969482422,198.44000244140625,139961200
2026-08-03,206.63999938964844,208.74000549316406,196.85000610351562,197.69000244140625,128406900
2026-08-04,211.94000244140625,213.05999755859375,209.0500030517578,211.3000030517578,134922000
2026-08-05,219.22000122070312,222.22000122070312,216.39999389648438,216.86000061035156,158187400
2026-08-06,218.99000549316406,223.6300048828125,217.0,221.52999877929688,113940600
2026-08-07,223.9600067138672,224.75999450683594,220.66000366210938,221.5399932861328,105669400
2026-08-10,217.5500030517578,224.13999938964844,216.77000427246094,223.39999389648438,115846600
2026-08-11,217.5,222.1999969482422,216.1999969482422,222.1699981689453,101273100
2026-08-12,224.08999633789062,225.10000610351562,220.1999969482422,221.0399932861328,108783600
2026-08-13,225.3000030517578,227.22999572753906,223.7100067138672,225.05999755859375,98867200
2026-08-14,225.16000366210938,227.49000549316406,224.5,226.77000427246094,75680900
2026-08-17,225.00999450683594,227.9199981689453,224.86000061035156,225.97999572753906,93678700
2026-08-18,219.74000549316406,221.63999938964844,218.69000244140625,220.4499969482422,103128200
2026-08-19,217.55999755859375,222.8699951171875,216.75999450683594,221.6699981689453,96797300
2026-08-20,216.85000610351562,219.86000061035156,215.66000366210938,218.36000061035156,92457000
2026-08-21,214.72000122070312,218.74000549316406,214.5,218.4199981689453,98869300
2026-08-24,208.47999572753906,215.58999633789062,207.25,215.52999877929688,135187300
2026-08-25,213.0500030517578,214.72999572753906,210.11000061035156,211.02999877929688,122309000
2026-08-26,209.66000366210938,213.60000610351562,209.22999572753906,212.63999938964844,175233600
2026-08-27,224.74000549316406,225.8300018310547,220.89999389648438,222.5850067138672,81377739
