Price,Close,High,Low,Open,Volume
Ticker,DRAM,DRAM,DRAM,DRAM,DRAM
Date,,,,,
2026-07-27,52.43000030517578,55.290000915527344,50.22999954223633,54.91999816894531,77080600
2026-07-28,47.77000045776367,48.869998931884766,46.09000015258789,48.27000045776367,88785200
2026-07-29,44.849998474121094,48.70000076293945,44.400001525878906,47.630001068115234,125046500
2026-07-30,52.34000015258789,52.34000015258789,47.93000030517578,48.02000045776367,130110900
2026-07-31,50.369998931884766,55.45000076293945,50.2599983215332,54.70000076293945,101145600
2026-08-03,51.130001068115234,51.56999969482422,47.68000030517578,49.0,64583400
2026-08-04,54.88999938964844,55.40999984741211,53.33000183105469,53.52000045776367,53900200
2026-08-05,53.7400016784668,55.439998626708984,53.31999969482422,53.43000030517578,48149600
2026-08-06,51.439998626708984,53.029998779296875,48.790000915527344,49.54999923706055,54819600
2026-08-07,50.599998474121094,52.060001373291016,48.77000045776367,51.9900016784668,50283500
2026-08-10,49.599998474121094,50.939998626708984,49.16999816894531,49.41999816894531,27639400
2026-08-11,50.88999938964844,51.459999084472656,50.36000061035156,50.9900016784668,32397500
2026-08-12,54.79999923706055,55.209999084472656,53.849998474121094,54.61000061035156,53541800
2026-08-13,56.93000030517578,58.18000030517578,54.209999084472656,54.529998779296875,78210600
2026-08-14,57.31999969482422,58.79999923706055,56.540000915527344,58.099998474121094,64902600
2026-08-17,60.38999938964844,62.040000915527344,59.65999984741211,59.81999969482422,56200500
2026-08-18,55.099998474121094,57.59000015258789,54.7599983215332,56.7400016784668,68321900
2026-08-19,55.13999938964844,57.099998474121094,54.33000183105469,56.970001220703125,45017800
2026-08-20,57.58000183105469,57.72999954223633,55.900001525878906,56.29999923706055,36856900
2026-08-21,57.68000030517578,58.81999969482422,57.400001525878906,58.63999938964844,27605300
2026-08-24,54.279998779296875,55.61000061035156,53.130001068115234,55.59000015258789,44813400
2026-08-25,56.2400016784668,56.70000076293945,55.209999084472656,55.97999954223633,23022800
2026-08-26,56.38999938964844,56.7400016784668,55.72999954223633,55.79999923706055,16951800
2026-08-27,55.71500015258789,58.060001373291016,55.53499984741211,57.95000076293945,29930015
