Price,Close,High,Low,Open,Volume
Ticker,NOW,NOW,NOW,NOW,NOW
Date,,,,,
2026-07-27,105.55999755859375,108.1500015258789,100.3499984741211,101.87000274658203,32533700
2026-07-28,110.62000274658203,112.27999877929688,106.5,106.87999725341797,33681100
2026-07-29,115.76000213623047,118.36000061035156,109.5,110.41999816894531,40448100
2026-07-30,110.06999969482422,113.12000274658203,106.37999725341797,110.5,29757900
2026-07-31,111.2300033569336,112.38999938964844,106.05000305175781,108.5,20525300
2026-08-03,114.19000244140625,119.63999938964844,113.69999694824219,114.51000213623047,24517500
2026-08-04,118.13999938964844,118.33000183105469,112.0,112.58999633789062,19398600
2026-08-05,117.22000122070312,120.0,115.70999908447266,119.9000015258789,15596900
2026-08-06,117.3499984741211,117.41999816894531,111.80000305175781,113.0,16281500
2026-08-07,124.87999725341797,126.1500015258789,120.95999908447266,121.66999816894531,26705900
2026-08-10,127.44000244140625,127.88999938964844,123.27999877929688,124.72000122070312,17216100
2026-08-11,127.54000091552734,128.97000122070312,125.16000366210938,126.26000213623047,13461000
2026-08-12,124.94000244140625,125.63999938964844,121.8499984741211,123.63999938964844,12654600
2026-08-13,127.25,129.75,121.6500015258789,125.5999984741211,23124900
2026-08-14,124.0,128.64999389648438,122.16999816894531,127.69999694824219,15030800
2026-08-17,117.69999694824219,123.36000061035156,117.58999633789062,122.43000030517578,20204200
2026-08-18,119.48999786376953,121.83999633789062,117.83999633789062,119.4800033569336,17341500
2026-08-19,127.19999694824219,129.60000610351562,118.51000213623047,118.63999938964844,22503800
2026-08-20,129.75,131.14999389648438,127.0999984741211,128.14999389648438,16952300
2026-08-21,128.47999572753906,131.17999267578125,127.47000122070312,130.2899932861328,12504600
2026-08-24,128.0500030517578,130.14999389648438,127.58999633789062,128.05999755859375,8949300
2026-08-25,127.0,129.80999755859375,125.25,125.95999908447266,12317500
2026-08-26,125.68000030517578,126.55999755859375,121.87999725341797,122.33000183105469,9856132
