Price,Close,High,Low,Open,Volume
Ticker,RDW,RDW,RDW,RDW,RDW
Date,,,,,
2026-07-27,8.829999923706055,9.229999542236328,8.579999923706055,8.800000190734863,12826900
2026-07-28,8.569999694824219,8.649999618530273,8.020000457763672,8.5,12076300
2026-07-29,7.78000020980835,8.640000343322754,7.760000228881836,8.579999923706055,15744600
2026-07-30,8.470000267028809,8.520000457763672,7.960000038146973,8.100000381469727,17164700
2026-07-31,8.619999885559082,8.920000076293945,8.199999809265137,8.819999694824219,19007700
2026-08-03,9.640000343322754,9.739999771118164,8.359999656677246,8.390000343322754,19150400
2026-08-04,10.630000114440918,10.704999923706055,9.899999618530273,9.899999618530273,20152600
2026-08-05,10.720000267028809,10.789999961853027,10.3100004196167,10.649999618530273,19835200
2026-08-06,11.829999923706055,12.75,11.3100004196167,12.239999771118164,33295900
2026-08-07,13.59000015258789,13.678999900817871,12.420000076293945,12.420000076293945,33000000
2026-08-10,13.119999885559082,13.859999656677246,13.100000381469727,13.390000343322754,19226900
2026-08-11,13.510000228881836,13.670000076293945,12.569999694824219,13.270000457763672,17043200
2026-08-12,13.489999771118164,13.795000076293945,13.109999656677246,13.649999618530273,16544700
2026-08-13,13.199999809265137,13.90999984741211,12.869999885559082,12.949999809265137,16338500
2026-08-14,13.579999923706055,14.020000457763672,13.164999961853027,13.399999618530273,14192000
2026-08-17,13.40999984741211,14.1899995803833,13.375,13.515000343322754,17017600
2026-08-18,12.9399995803833,13.399999618530273,12.300000190734863,12.600000381469727,14636600
2026-08-19,12.399999618530273,12.645000457763672,11.9399995803833,12.569999694824219,13872500
2026-08-20,11.770000457763672,12.369999885559082,11.380000114440918,12.289999961853027,15123800
2026-08-21,12.020000457763672,12.324999809265137,11.789999961853027,12.0,11471900
2026-08-24,11.380000114440918,11.762999534606934,11.380000114440918,11.75,10971100
2026-08-25,11.479999542236328,11.850000381469727,11.199999809265137,11.479999542236328,10800400
2026-08-26,11.270000457763672,11.880000114440918,11.220000267028809,11.649999618530273,7803400
2026-08-27,11.255000114440918,11.440699577331543,11.138999938964844,11.369999885559082,1512349
